sport,outcome,sd_season,mean_sampling_se,sd_true,sd_true_censored,treated_se,floor,hfa,mde_naive,ratio_naive,mde_floor,ratio_floor,floor_over_naive
nfl,home_margin,2.0466482007909055,1.0918855535254701,1.7310559770853826,False,1.0516117492086638,2.025448608796761,1.7540229885057472,2.9445128977842585,1.6787196730486924,5.67125610463093,3.2332849351434527,1.9260422017164678
nfl,home_win,0.07226861528727863,0.03702750600336626,0.06206219908053015,False,0.03225963281926828,0.06994569653913933,0.051963048498845255,0.09032697189395118,1.7382923924480387,0.19584795030959012,3.768984999291224,2.1682111799289183
mlb,home_margin,0.11230516732135763,0.12546020779491576,0.0,True,0.09410951749576747,0.09410951749576747,0.04424229894562746,0.2635066489881489,5.955989070820917,0.2635066489881489,5.955989070820917,1.0
mlb,home_win,0.011814926280095731,0.013777609554659344,0.0,True,0.008884498574790511,0.008884498574790511,0.02842671077113912,0.02487659600941343,0.8751134174366024,0.02487659600941343,0.8751134174366024,1.0
nba,home_margin,0.9198730579289552,0.6352949636119051,0.6652569067006484,False,0.7999022492722538,1.0403895233535014,2.2604999149804454,2.2397262979623105,0.9908101668659808,2.9130906653898037,1.2886931099110452,1.300645828037165
nba,home_win,0.030491477499525715,0.019728021441896514,0.023249416553800965,False,0.02258095910555645,0.032410416291972666,0.07048121067845603,0.06322668549555806,0.8970715015666514,0.09074916561752346,1.2875653630799893,1.435298480479401
nhl,home_margin,0.0345946741830953,0.1056409077862483,0.0,True,0.10263930717932324,0.10263930717932324,0.25387596899224807,0.28739006010210505,1.1320097023869176,0.28739006010210505,1.1320097023869176,1.0
nhl,home_win,0.011931892703337763,0.020431063387135396,0.0,True,0.019961776490747856,0.019961776490747856,0.03827519379844957,0.055892974174093994,1.4602923885484826,0.055892974174093994,1.4602923885484826,1.0
