outcome,corr_crowd_travel_treated,coef_with_travel,coef_without_travel,delta,n_obs_with_travel,n_obs_without_travel
home_margin,-0.13788593870321894,0.0030142396122629853,0.008265997433703072,0.005251757821440087,6942,6942
home_win,-0.13788593870321894,0.006691866039370741,0.009622157247783664,0.002930291208412923,6942,6942
