sport,outcome,treated_year,coef,se,ci_low,ci_high,pvalue,n_obs
mlb,home_margin,2020,0.05953761165989667,0.1744534001313877,-0.2824169613089577,0.4014921846287511,0.7328977098816853,12893
mlb,home_margin,2021,0.11900001603662283,0.11426214942878545,-0.10497076633274774,0.3429707984059934,0.29767942646894197,12893
mlb,home_win,2020,0.014637410138807065,0.017291005904914662,-0.01925552938523728,0.04853034966285141,0.3972711303666534,12893
mlb,home_win,2021,0.010087347635428769,0.01039393128781703,-0.010286301329373526,0.030460996600231063,0.33181379283868484,12893
