outcome,corr_crowd_travel_treated,coef_with_travel,coef_without_travel,delta,n_obs_with_travel,n_obs_without_travel
home_margin,-0.13788593870321894,0.007650359395338668,0.012159908141358866,0.004509548746020198,6949,6949
home_win,-0.13788593870321894,0.006571377919684019,0.009408611727395828,0.0028372338077118095,6949,6949
