sport,outcome,sample,trend,season_fe,reported,coef,se,ci_low,ci_high,pvalue,n_obs,n_dropped,n_entities,coef_elo_diff,coef_rest_diff,coef_away_travel_km,coef_season_trend
nhl,home_margin,pooled,linear,False,crowd_pct,0.007650359395338668,0.11545208197072353,-0.2186711944000518,0.23397191319072916,0.9471692664882987,6949,109,32,0.008108825955013424,0.025977561497423987,8.223848784360624e-06,-0.023904731532294343
nhl,home_margin,restricted,linear,False,crowd_pct,-0.010082988883676305,0.14196762527239143,-0.28844151392445017,0.26827553615709754,0.9433838400500703,3183,57,32,0.007850249457882309,0.01580935905199562,2.1624787045045843e-05,-0.0030920290483055493
nhl,home_win,pooled,linear,False,crowd_pct,0.006571377919684019,0.022650202818754833,-0.037829978974176434,0.050972734813544474,0.7717297249117245,6949,109,32,0.001365334031386827,0.007297510388056033,5.17412785948708e-06,-0.005740557718153174
nhl,home_win,restricted,linear,False,crowd_pct,-0.0013110847861189953,0.02721486697866588,-0.054671773301034295,0.05204960372879631,0.9615795811684356,3183,57,32,0.0014292399429425531,0.00528877219991083,8.860328279471577e-06,0.0010091562841855173
