sport,outcome,sample,hfa_full,hfa_reduced,crowd_effect,se,ci_low,ci_high,pvalue,n_full,n_reduced,n_obs,n_entities
nhl,home_margin,pooled,0.25387596899224774,0.26212471131639764,-0.008248742324149913,0.11180084094723912,-0.2273743640220295,0.2108768793737297,0.9411848984346679,6192,866,7058,32
nhl,home_margin,restricted,0.243470935130581,0.2621247113163985,-0.018653776185817497,0.1158970827500445,-0.24580788428916306,0.2085003319175281,0.8721318250246348,2374,866,3240,32
nhl,home_win,pooled,0.5382751937984465,0.5323325635103897,0.005942630288056793,0.02244937758001877,-0.038057341244120954,0.049942601820234536,0.7912309670255553,6192,866,7058,32
nhl,home_win,restricted,0.5345408593091815,0.5323325635103936,0.0022082957987878526,0.022921346592075956,-0.04271671799884093,0.04713330959641664,0.9232486977510013,2374,866,3240,32
